SentenceId,Phrase,Sentiment
1660,despe promising cast characters  big trouble remains loosely tied series vignettes prove  zany  nt necessarily mean  funny  ,1
1661,second half  goes downhill ,0
1662,supremely unfunny unentertaining  middleage older men drink excess  piss trees  bs drag ,0
1663,big finish b  getting exced chocolate eclair bing finding filling missing ,1
1664, music documentary  probably best waltz ,4
1665, passion ,2
1666,certainly ,2
1667,s nice s casual intelligence permeates script ,4
1668,lush beautifully photographed lrb somebody suggested stills nice coffee table book rrb  ultimately ll leave theater wondering  mattered ,1
1669, example sandler losing touch ,1
1670,undeniably intriguing  adventurous young talent finds inspiration fringes american underground ,4
1671,fleetfooted pleasingly upbeat family diversion ,3
1672,efficient  suably anonymous chiller ,3
1673,followup similar 1953 disney classic makes long geriatric peter ,2
1674, s plot entirely wless inane  carrying gag s lim sustain laugh ,0
1675, bad  s worth seeing s bad ,1
1676,gently humorous touching ,3
1677,worst   pretty diverting  py rarely achieves best ,2
1678,cuts core actually means face fears  girl world boys  boy truly love girl  ride big metaphorical wave life  takes ,4
1679,spiderman category xmen  occasionally brilliant average  showing signs potential sequels  giving  ,2
1680,twist endings actually surprising ,2
1681,cast stiff plain bad ,1
1682,narcissists left earth compete  affections ,2
1683,represents worthy departure culture clash comedies marked emerging indian american cinema ,3
1684,compelling  ,4
1685,  slow ,1
1686,decide need ,2
1687,aloof  unreachable  s fascinating wo nt able look a second ,3
1688, bad  operative word  bad company   nt mean   ,0
1689,m fan phrase  life affirming  usually means  schmaltzy   real women curves truly life affirming ,3
1690,doubt makers  motives  guys feels counterproductive ,1
1691,offers cleareyed chronicle female friendship complex honest represented hollywood  ,4
1692,worst  year ,0
1693, christian bale s quinn lrb rrb leather clad grungepirate hairdo  gandalf windtunnel simply astounding corblimeyluvaduck cockney accent  ,1
1694,thing scary feardotcom makers studio brazen attempt pass stinker scary  ,0
1695,throwing a fleeting joys love s brief moment ,2
1696,a controversy  s able mexican soap opera ,0
1697,raunchy frequently hilarious followup gifted korean american standup s m want ,3
1698,painful  horrifying oppressively tragic   missed ,4
1699,brilliant brutal uk crime  jack carter went newcastle  half gangster no 1 drips style  s  blood ,4
1700,yes  suppose s lovely cal works issues dad comes terms pictureperfect life  world traveler gave reason care  nt ,0
1701,broomfield energized volletta wallace s maternal fury  fearlessness    crackles ,4
1702,act charming ,3
1703,plot s contrivances uncomfortably strained ,1
1704,rare qualy able creep living hell ,4
1705,drags  singlehanded ,3
1706, tango paris  ,2
1707, home   staged   rosemary s baby   wellconceived s ,1
1708,average action  benefs funny moments supplied epps ,2
1709,whimsicaly  narrative discipline improvisation,3
1710,hilarious ,3
1711,m convinced family blind  crippled  amish  alive suation better brish soldiers keeping kicking ,1
1712,elegant work  food love consistently engaging revealing ,3
1713,jokes telegraphed far advance lost mail ,1
1714,shapiro  goldman  bolado cred  intentions  s nt half hour ,1
1715, nt  enjoy mild escapism  fear frustration provoked intolerable levels ,0
1716,s   hardedged stuff  violent b exploative nicely  morally alert streetsmart ,3
1717, ,3
1718, big trouble considered funny ltle  ,3
1719,s nearly fresh enjoyable predecessor  high points complete waste  ,3
1720,tale told retold  races rackets change  song remains ,1
1721,worthless  pseudorockvideo opening idiocy frames ,0
1722,makes joke car chases hour gives half hour car chases ,0
1723,knowing sense humor lot warmth igne son bride ,4
1724,entertaining audacious moments   s wildly careening tone extremely flat lead performance ltle salvage maker s flailing reputation ,1
1725,son bride s humour born engaging line  nt embarrassed reach tissues ,4
1726,naipaul original remains real masterpiece   possesses languorous charm ,4
1727,ambious  unsettling psychodrama takes  chilling advantage rougharoundtheedges  lowbudget constraints ,3
1728,things original men black pleasure ,3
1729,s b melodramatic ltle dated lrb depending live rrb  ignorant fairies natured bad  spend hour ,3
1730,year  matter ,2
1731,fun ing spy big summer s ,4
1732,s merely bad ,0
1733,shackles,2
1734,ing gentle  mesmerizing portra man coming terms   barely realize mind blown ,3
1735,  giggle adrenaline boost feeling  ve completely lowered entertainment standards ,3
1736,s blend distant memories ,2
1737,nair nt necessary selfcontrol guide loose  poorly structured  pfalls incoherence redundancy ,0
1738,chouraqui brings documentary credibily horrors killing field barbarism  ethnic cleansing  ,3
1739,woody allen ridicule s  hollywood ending ,1
1740,s mildly amusing  certainly ca nt recommend ,1
1741,s funny  generally insulting ,0
1742,david letterman onion proven  worst tragedies fertile sources humor  lawrence fleeting grasp develop ,0
1743,problems  original presented convincing  ,1
1744,dolorous trim  secretary genial romance maintains surprisingly buoyant tone  notwhstanding wrers  sporadic dips pop freudianism ,3
1745, original  version raised notches kiddie fantasy pablum allen s astringent w ,3
1746,taut  sobering  ,4
1747,farfetched premise  convoluted plot  thematic mumbo jumbo destiny redemptive love ,2
1748,muddle splashed bloody beauty vivid scorsese given ,3
1749, roundelay partners functions  interplay partnerships partnerships general air gatorbashing consistently delightful ,4
1750,highly predictable narrative falls short  treasure planet truly gorgeous behold ,4
1751,directed purpose finesse england s roger mchell  handily makes pleasing  relatively lightweight commercial fare notting hill commercial fare real thematic heft ,4
1752,days hollywood come original idea teen   s rehashes feed younger generations ,1
1753,wild ride juiced energy excement s ,3
1754,nemesis suffers paunchy midsection  plodding action sequences wickedly undramatic central theme ,1
1755,lucky break perfectly inoffensive harmless  s drab inert ,2
1756,elvira fans hardly ask ,4
1757,exactly d expect guy named kaos ,2
1758, great s life knew existed  offers absorb  final frame ,4
1759,s pretentious  verges amateurish ,0
1760, un lrb scorsese s mean streets rrb  ash wednesday essentially devoid interesting characters half intriguing plot ,0
1761,twofifths satisfying  experience ,2
1762,  different idea lrb middleaged romance rrb handled  fine star performances  ltle recommend   ,1
1763,murder numbers  nt great   s perfectly acceptable widget ,2
1764,called  jarjar binks    ,0
1765,better wa video ,1
1766,delirious fun ,4
1767,fairly unsettling scenes  succeed rattling viewer ,1
1768,special pov camera mounts bikes  skateboards  motorcycles provide intense experience splashed immense imax screen ,4
1769,scenes cinematic perfection steal heart a ,4
1770,fantastic premise anchors   needs rigid  blair wchstyle commment mockumentary format  straightforward  dramatic treatment  grandiosy implies ,2
1771, interview  loses overall sense mystery tv episode documentary actually buy ,0
1772, 23  incredibly captivating insanely funny  thanks interesting cinematic devices lrb cool visual backmasking rrb  solid cast  wickedly sick twisted humor ,4
1773,best star trek  long  ,4
1774,auto focus standard hollywood biopic ,2
1775, bad   ,2
1776,beautifully ed acted  admtedly problematic narrative specifics ,3
1777,brainless  enjoyably overthetop  retro gang melodrama  deuces wild represents fifties teengang machismo  borders roughtrade homoeroticism ,1
1778,best s year exquise acting  inventive screenplay  mesmerizing music  inimable scenes tenderness  loss  discontent  yearning ,4
1779,saw juwanna mann nt ,2
1780,character  care ,0
1781,starts potentially incredibly twisting mystery simply monster chase  ,1
1782, missed boat ,2
1783,characterisation sacrificed sake spectacle ,0
1784,introduction man s theories influence  derrida useless  portra artist endlessly inquisive old man   s invaluable ,3
1785,delightful  minor  pastry  ,4
1786, despe lagging near finish line   runs  race  edge seat long stretches  ,3
1787,clockstoppers crazy  mixedup s nt know wants grows ,1
1788,fear dot com frustrating modem disconnects 10 seconds ,1
1789,vin diesel man ,3
1790,nights feels  quickie tv special feature   s tv special d bother ing past second commercial break ,1
1791,s  s reach exceeds grasp  production works nt ,3
1792,richly entertaining suggestive number metaphorical readings ,4
1793,s day beach  air condioning popcorn ,3
1794, bland  pretentious mess ,1
1795,actors try hard come amateurish awkward ,0
1796,goldbacher draws elegant visual sense talent easy  seductive pacing  wring partner laurence coriat nt manage equally assured narrative coinage ,3
1797, enjoyable balance shifted favor waterbound action landbased  drama   emphasis leaves blue crush waterlogged ,1
1798,fascinating study isolation frustration successfully recreates physical setting emotional tensions papin sisters ,3
1799,harris affecting s  overcome sense pumpkin mere plot pawn directors far endearing disabilies ,1
1800,overall result intelligent  realistic portrayal testing boundaries ,4
1801,decides wants black comedy  drama  melodrama combination ,1
1802,authentically vague  ultimately purposeless  study total pandemonium ,1
1803, tadpole  s declared year  s pretty  thing ,2
1804,prone indignation need apply  susceptible blue hilary  step right ,3
1805,s rude profane  hilarious    absolutely right stinging social observations ,4
1806,valiantly struggled remain interested  conscious  feel eyelids  getting   heavy ,0
1807,particularly innovative   s crisp  unaffected style air gentle longing unexpectedly rewarding ,3
1808,best  festival cannes bubbles excement festival cannes ,2
1809,morrison s decasia uncompromising  difficult unbearably beautiful ,4
1810,lrb shyamalan rrb turns goosepimple genre head fills spir  purpose emotionally bruised characters add body count ,3
1811,d hard pressed   cloyingly sappy evelyn year ,1
1812,know ll listen marvin gaye supremes ,3
1813, shrek  spir s visual imagination reminds animation perfect medium children   allows mind enter accept world ,4
1814,saddled unwieldy cast characters angles  payoff powerful revelatory ,3
1815,ll stay stage versions   be cleaner  deeper ,1
1816,tsai convincingly paints specifically urban sense disassociation ,3
1817,despe opulent lushness scene  characters match power surroundings ,1
1818, fun liking showgirls ,1
1819,know terrible going happen ,2
1820,horrible s undeniably exceedingly clever ,3
1821,wrer  director m night shyamalan s abily pull easily accessible stories resonate profundy undeniable ,3
1822,rush save day involved proceedings   matter  eh  ,1
