SentenceId,Phrase,Sentiment
2708,end  tuck everlasting falls victim everlasting conundrum experienced human lived   little time ,1
2709,ll wishing movie ,0
2710,visually fascinating  intense character study fathers sons  loyalty duty ,3
2711,leading double life american film comes good  ,2
2712,allows character confront problems openly honestly ,3
2713,compulsively watchable  matter degraded things ,3
2714,push slow spots  ll rewarded fine acting ,3
2715,comedy makes social commentary palatable ,2
2716,film loses sight story ,1
2717,fontaine s direction  especially agreeably startling use closeups grace moving camera  creates sheerly cinematic appeal ,4
2718,funny  ,2
2719,12yearold boy picture  ll slave year ,3
2720,solidly constructed  entertaining thriller stops short true inspiration ,3
2721,snow dogs finds humour black man getting humiliated pack dogs smarter,1
2722,m sure longer heal  welt johnny knoxville s stomach riotcontrol projectile tortured psyche ,0
2723,nt paid sit crap like ,0
2724,bad ,1
2725,tongueincheek preposterousness wilde s droll whimsy helps  earnest  overcome weaknesses parker s creative interference ,3
2726,applying definition sides man  picture realizes fullness negate subject ,3
2727,insightful moments ,3
2728,zhuangzhuang creates delicate balance style  text  subtext s simple precise discordant topple balance  odds  ,3
2729, fully ,2
2730, certainly clever spots  toolong  spoofy update shakespeare s macbeth nt sustain high level invention ,1
2731,s epic  ,2
2732,fans consider diss ,2
2733,lillard cardellini earn scooby snacks  ,2
2734,filmmakers dana janklowiczmann amir mann area headed east  far east  retelling historically significant  personal  episode detailing international city welcomed tens thousands german jewish refugees world s democracie,3
2735,dumb occasionally funny ,2
2736,nt add ,1
2737,shadyac  belongs damned perpetrating patch adams  trots ghost trick sixth sense mothman prophecies ,2
2738,zellweger s whiny poutylipped poof faced spindly attempt playing ingenue makes nomination best actress,1
2739,solid emotional impact ,3
2740,unassuming films sneaks stays long left theatre ,3
2741,let s issue moratorium  effective immediately  treacly films inspirational prepschool professors children heartwarmingly motivate ,3
2742,movie theaters ,2
2743,s movie ,0
2744,come away film overwhelmed  hopeful  paradoxically  illuminated ,3
2745,pull lrb s rrb rare trick recreating look certain era  feel ,2
2747, unspeakably  unbearably dull  featuring reams flatly delivered dialogue heroine comes shallow dimwitted ,0
2748,good performances total rehash ,3
2749,incessant lounge music playing film s background  mistake love liza adam sandler chanukah song ,2
2750,modernday royals guys comes scandals ,1
2751,disoriented occasionally disarming saga packed moments alice wonderland adventure  stalker thriller  condensed season tv s big brother ,3
2752,wellwritten sexy beast  gloriously flippant lock  stock smoking barrels  stylish moody exceptionally wellacted ,3
2753,killing time  s s going ,0
2754,puts airs hal hartley wannabe film  vital comic ingredient hilarious writerdirector ,1
2755,subtle visceral  film succumbs trap maudlin tearful  offering instead unflinching gaze measure faith future ,4
2756,watches float seas personalities ,3
2757,nt laugh ,1
2758,film study contrasts  wide range actor  limited range comedian ,2
2759,simply onscreen sustain seventyminute running time ,1
2760,master disguise represents adam sandler s latest attempt dumb universe ,1
2761,lrb rrb stuporously solemn film ,2
2762,s sweet  little bit precious start little familiar end ,2
2763,truly  truly bad movie ,1
2764,red dragon worthy place alongside hannibal movies ,2
2765,fact screen alive likely broomfield s interviewees   longer ,3
2766,despite oldhat setup predictable plot  empire moments entertaining ,3
2767,poor ben bratt nt stardom mapquest emailed pointtopoint driving directions ,0
2768,wo nt harm  think good reason rush right ,2
2769,times  actually hurts watch ,0
2770,shyamalan takes potentially trite overused concept lrb aliens come earth rrb infuses rustic  realistic  altogether creepy tale hidden invasion ,3
2771,y,2
2772,dangerous lives altar boys  adolescence feels painfully true ,3
2773,,2
2774,sit crummy  wannabehip crime comedy refers incessantly old movies  rent movies instead  let seek respectable new ,0
2775,entire movie establishes wonderfully creepy mood ,4
2776,taken outside context current political climate lrb  terrorists evil  rrb,1
2777,particularly joyless  exceedingly dull  period comingofage tale ,0
2778,s laughable compulsively watchable  committed dumbness ,3
2779,lacks depth ,1
2780,tremendous piece work ,4
2781,s surprising holds era computergenerated images norm ,3
2782,nt think ,1
2783,koepp s screenplay nt nearly surprising clever sustain reasonable degree suspense ,0
2784,better effects  better acting hilarious kenneth branagh ,4
2785,derivative collection horror scifi cliches ,0
2786,moonlight mile gives freedom feel contradictory things ,3
2787,little atmosphere generated shadowy lighting  macabre sets  endless rain offset sheer ugliness ,0
2788,curiously  super troopers suffers nt vices merit 103minute length ,1
2789, john heroic  nt condone   film s stars recently said  tortuous comment perfectly illustrates picture s moral schizophrenia ,2
2790, hypnotically dull ,0
2791,graceful  moving tribute courage new york s finest nicely understated expression grief shared nation sacrifice ,4
2792,lioness  protecting cub  reluctant villain  incapable controlling crew ,3
2793,s film s destined win wide summer audience wordofmouth reviews  far line  place studio s animated classics ,3
2794,guys adorable lrb lamentations pretty selfcentered rrb  s vital movie ,3
2795,stands s opera movie buffs ,2
2796,sex films aims confuse ,1
2797, secretary  owned costars  spader gyllenhaal ,2
2798,s pauly shore awful ,0
2799,shunji iwai s lily chou chou beautifully shot  ultimately flawed film growing japan ,1
2800,sheds light subject familiar  makes care music heard ,3
2801,highconcept scenario soon proves preposterous  acting robotically italicized  truthinadvertising hounds note  s little hustling view ,1
2802,surprisingly  considering baird film editor  movie choppy ,1
2803,overall  interesting documentary  imaxy ,2
2804,quitting prove absorbing american audiences debatable ,2
2805,comedy death smoochy rancorous curiosity  movie apparent audience ,1
2806,odd weird ,1
2807,easy film ,1
2808,simply nt sufficient heft justify twohour running time ,2
2809, overly melodramatic ,0
2810,potentially good comic premise excellent cast terribly wasted ,1
2811,case  recommend big bad love winger fans missed 1995 s forget paris ,1
2812,watch sense openness  little surprises ,3
2813,jaunty fun  celebstrewn backdrop ,2
2814,simply rehash seven films ,1
2815,far clever half  howard s film series strungtogether moments  spaces filled fantasies  daydreams  memories fantastic visual trope ,0
2816,latest adam sandler assault possibly worst film year ,0
2817,samuel beckett applied iranian voting process ,2
2818,baked cardboard need chew ,1
2819,fullfrontal attack audience patience ,0
2820,rare docs paints grand picture era makes journey feel like party ,3
2821,rooting monsters horror movie  know picture trouble ,0
2822,stylish steady  ultimately satisfying  piece characterdriven storytelling ,4
2823,word advice makers singles ward  celebrity cameos automatically equal laughs ,0
2824, cheapo animation lrb like saturday morning tv 60s rrb  complex swordandsorcery plot characters big round eyes japanese names ,2
2825,film living far head ,1
2826,line nemesis films series  fans undoubtedly enjoy  uncommitted need nt waste time ,3
2827,obvious copy best films  ,1
2828,mr goyer s loose  unaccountable direction technically sophisticated worst way ,0
2829,mordantly funny intimately knowing ,3
2830,ending ,2
2831,fairly runofthemill ,1
2832,dark disturbing  compelling watch ,2
2833,art imitating life life imitating art  s unhappy situation ,1
2834,like veteran head cutter  barbershop tuned community ,3
2835,story predictable  jokes typical sandler fare  romance ryder puzzling ,1
2836,tends plod ,1
2837,formulaic 51st power  like ,1
2838,polanski looks places saw childhood  captures freeing artefact  showing heartbreakingly drably ,2
2839,leads produce adequate performances  s missing material depth feeling ,0
2840,plot twists  verge bizarre film winds  blood work strong  characteroriented piece ,2
2841,lightest  breezy movie steven spielberg decade ,3
2842,new guy  bull gets recycled ,1
2843,originality ai nt menu  s dull moment giant spider invasion comic chiller ,3
2844,s ripper yarn enjoyed thrill chill ,3
2845,script smart  cloying ,3
2846,spectators sit openmouthed screen  screaming yawning ,1
2847, picture s cleverness ironically muted people intended shine ,2
2848,d hard movie character unattractive odorous lrb leon rrb ,1
2849,dismally dull scifi comedy ,0
2850,capitalizes concept opts breezy amateurish feel school special subject tolerance ,0
2851,pc stability notwithstanding  film suffers simplistic narrative pat  fairytale conclusion ,1
2852,story intelligent high school students deals love sweetly seriously ,3
2853,assured  vital wrought  film  arguably  accomplished work date hong kong s versatile stanley kwan ,4
2854,opaque  selfindulgent plain goofy excuse movie imagine ,1
2855,needs mindbending drugs  final  qatsi  trilogy  directed godfrey reggio  music philip glass ,3
2856,true hollywood story ,2
2857,movie amateurish  s minor treat ,3
2858, ll laugh hour half  come feeling strangely unsatisfied ,2
2859,easily imagine benigni s pinocchio christmas perennial ,4
2860,s sex lucia alluring ,3
2861,movie makes hard work heroic deserves look ,3
2862,lot gags observations reflect woman s pointofview ,2
2863,humble opinion  praise love lacks fragmented charms previous works ,0
2864,s repetition creativity movie ,1
